000,bg_main
151515,bg_main
222,bg_main
222222,bg_main
2f2f2f,bg_light
363636,bg_sel
424242,fg_com
545454,fg_com
828282,fg_dark
949494,fg_main
9c9c9c,fg_main
add,fg_light
c1a5e1,fg_light
c7c7c7,fg_light
e6e6e6,fg_main
eee,fg_bright
fff6d1,fg_bright
fff,fg_bright
ffab91,pink
ef9a9a,pink
bf360c,red
ef440f,brown
ffcc80,brown
e6ee9c,yellow
0cbf72,green
a5d6a7,cyan
c5e1a5,cyan
536dfe,pink2
9fa8da,pink2
b39ddb,pink2
ce93d8,pink2
40c4ff,blue
b0bec5,fg_main
80cbc4,cyan
